Country Name;Country Code;Series Name;Series Code;2021 [YR2021]
Upper middle income;UMC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,521563448
Upper middle income;UMC;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;77,5
Upper middle income;UMC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,626495463
World;WLD;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;26,12846321
World;WLD;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;46,94891585
World;WLD;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;59,46116343
World;WLD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,023812764
World;WLD;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;76,64473684
World;WLD;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,196053653
;;;;
;;;;
;;;;
Data from database: World Development Indicators;;;;
Last Updated: 10/26/2023;;;;
